name,address,price,distance,rate_review,num_review,rating_stars,link,source_url
Apartamenty Chleb i Wino Toruń,"Stare Miasto, Toruń",260,50.0,8.9,1316.0,3,https://www.booking.com/hotel/pl/apartamenty-torun.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDkyMzM2YjdlLWJmYzYtNDA3Yi1iZTliLTVhODkxMjRjMTZjONgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=ccce6634fe1f033b&srepoch=1734964331&all_sr_blocks=26681201_204277007_2_2_0&highlighted_blocks=26681201_204277007_2_2_0&matching_block_id=26681201_204277007_2_2_0&sr_pri_blocks=26681201_204277007_2_2_0__26000&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2
Apartamenty Chleb i Wino Strumykowa,"Stare Miasto, Toruń",277,250.0,9.4,870.0,3,https://www.booking.com/hotel/pl/apartamenty-torun-ii.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDkyMzM2YjdlLWJmYzYtNDA3Yi1iZTliLTVhODkxMjRjMTZjONgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=ccce6634fe1f033b&srepoch=1734964331&all_sr_blocks=41580902_361040429_2_2_0&highlighted_blocks=41580902_361040429_2_2_0&matching_block_id=41580902_361040429_2_2_0&sr_pri_blocks=41580902_361040429_2_2_0__27700&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2
Apartament nad Nowym Rynkiem,"Stare Miasto, Toruń",238,450.0,8.7,61.0,3,https://www.booking.com/hotel/pl/apartament-nad-nowym-rynkiem-torun.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDkyMzM2YjdlLWJmYzYtNDA3Yi1iZTliLTVhODkxMjRjMTZjONgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=ccce6634fe1f033b&srepoch=1734964331&all_sr_blocks=1074913401_380054871_2_0_0&highlighted_blocks=1074913401_380054871_2_0_0&matching_block_id=1074913401_380054871_2_0_0&sr_pri_blocks=1074913401_380054871_2_0_0__23765&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2
Apartamenty u Kopernika by Rentoom,"Stare Miasto, Toruń",236,900.0,9.3,125.0,3,https://www.booking.com/hotel/pl/u-kopernika.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDkyMzM2YjdlLWJmYzYtNDA3Yi1iZTliLTVhODkxMjRjMTZjONgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=ccce6634fe1f033b&srepoch=1734964331&all_sr_blocks=817684601_401493239_2_0_0&highlighted_blocks=817684601_401493239_2_0_0&matching_block_id=817684601_401493239_2_0_0&sr_pri_blocks=817684601_401493239_2_0_0__23608&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2
Apartament Toruń,Toruń,254,1600.0,9.1,246.0,3,https://www.booking.com/hotel/pl/apartament-torun.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDkyMzM2YjdlLWJmYzYtNDA3Yi1iZTliLTVhODkxMjRjMTZjONgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=ccce6634fe1f033b&srepoch=1734964331&all_sr_blocks=135235803_278568040_2_0_0&highlighted_blocks=135235803_278568040_2_0_0&matching_block_id=135235803_278568040_2_0_0&sr_pri_blocks=135235803_278568040_2_0_0__25425&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2
Apartament F&J,Toruń,254,1500.0,9.0,87.0,3,https://www.booking.com/hotel/pl/apartament-torun1.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDkyMzM2YjdlLWJmYzYtNDA3Yi1iZTliLTVhODkxMjRjMTZjONgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=ccce6634fe1f033b&srepoch=1734964331&all_sr_blocks=305763001_112080748_2_0_0&highlighted_blocks=305763001_112080748_2_0_0&matching_block_id=305763001_112080748_2_0_0&sr_pri_blocks=305763001_112080748_2_0_0__25412&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2
ibis budget Torun,Toruń,149,600.0,7.9,3499.0,1,https://www.booking.com/hotel/pl/ibis-budget-torun.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDkyMzM2YjdlLWJmYzYtNDA3Yi1iZTliLTVhODkxMjRjMTZjONgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=ccce6634fe1f033b&srepoch=1734964331&all_sr_blocks=478263602_376292456_2_2_0&highlighted_blocks=478263602_376292456_2_2_0&matching_block_id=478263602_376292456_2_2_0&sr_pri_blocks=478263602_376292456_2_2_0__14900&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2
Apartamenty Centrum - Szafirowy i Szmaragdowy,"Stare Miasto, Toruń",253,150.0,8.9,235.0,3,https://www.booking.com/hotel/pl/apartamenty-centrum-torun.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDkyMzM2YjdlLWJmYzYtNDA3Yi1iZTliLTVhODkxMjRjMTZjONgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=ccce6634fe1f033b&srepoch=1734964331&all_sr_blocks=675867802_276089215_2_0_0&highlighted_blocks=675867802_276089215_2_0_0&matching_block_id=675867802_276089215_2_0_0&sr_pri_blocks=675867802_276089215_2_0_0__25272&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2
Chili Apartment,"Stare Miasto, Toruń",239,900.0,9.1,147.0,3,https://www.booking.com/hotel/pl/simply-premium-apartment.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDkyMzM2YjdlLWJmYzYtNDA3Yi1iZTliLTVhODkxMjRjMTZjONgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=ccce6634fe1f033b&srepoch=1734964331&all_sr_blocks=776826101_335998335_2_0_0&highlighted_blocks=776826101_335998335_2_0_0&matching_block_id=776826101_335998335_2_0_0&sr_pri_blocks=776826101_335998335_2_0_0__23888&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2
Nice Stay 2,Toruń,245,1100.0,9.2,209.0,3,https://www.booking.com/hotel/pl/nice-stay-2.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDkyMzM2YjdlLWJmYzYtNDA3Yi1iZTliLTVhODkxMjRjMTZjONgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=ccce6634fe1f033b&srepoch=1734964331&all_sr_blocks=271930101_263820306_2_0_0&highlighted_blocks=271930101_263820306_2_0_0&matching_block_id=271930101_263820306_2_0_0&sr_pri_blocks=271930101_263820306_2_0_0__24525&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2
VIP Rooms Apartment,Toruń,144,1700.0,8.6,443.0,0,https://www.booking.com/hotel/pl/vip-rooms-apartment.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDkyMzM2YjdlLWJmYzYtNDA3Yi1iZTliLTVhODkxMjRjMTZjONgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=ccce6634fe1f033b&srepoch=1734964331&all_sr_blocks=845568203_351522673_0_0_0&highlighted_blocks=845568203_351522673_0_0_0&matching_block_id=845568203_351522673_0_0_0&sr_pri_blocks=845568203_351522673_0_0_0__14400&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2
Apartamenty Stary Toruń,"Stare Miasto, Toruń",212,600.0,8.2,131.0,3,https://www.booking.com/hotel/pl/apartamenty-stary-torun.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDkyMzM2YjdlLWJmYzYtNDA3Yi1iZTliLTVhODkxMjRjMTZjONgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=ccce6634fe1f033b&srepoch=1734964331&all_sr_blocks=292423501_109348831_2_0_0&highlighted_blocks=292423501_109348831_2_0_0&matching_block_id=292423501_109348831_2_0_0&sr_pri_blocks=292423501_109348831_2_0_0__21155&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2
Apartamenty Chleb i Wino Toruń,"Stare Miasto, Toruń",260,50.0,8.9,1316.0,3,https://www.booking.com/hotel/pl/apartamenty-torun.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDQ2ZjRjNmZiLTYwYjctNDZkOS1iYmM4LWIwMWVhZGVjMjY0M9gCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=distance_from_search&srpvid=013a6634326a024d&srepoch=1734964331&all_sr_blocks=26681201_204277007_2_2_0&highlighted_blocks=26681201_204277007_2_2_0&matching_block_id=26681201_204277007_2_2_0&sr_pri_blocks=26681201_204277007_2_2_0__26000&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=distance_from_search
Kopernik Premium Rooms Apartment,"Stare Miasto, Toruń",99,800.0,6.5,31.0,0,https://www.booking.com/hotel/pl/kopernik-premium-rooms-apartment-torun5.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDFjOWM3MTgxLWU3ZTItNDE2OC05MjNiLWRhNzIyOWRmZmJmNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=price&srpvid=4504663464f30825&srepoch=1734964331&all_sr_blocks=1312250203_403995913_0_0_0&highlighted_blocks=1312250203_403995913_0_0_0&matching_block_id=1312250203_403995913_0_0_0&sr_pri_blocks=1312250203_403995913_0_0_0__9900&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=price
ROYAL Rooms Apartment,"Stare Miasto, Toruń",109,600.0,7.8,43.0,0,https://www.booking.com/hotel/pl/royal-rooms-apartment-torun.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDFjOWM3MTgxLWU3ZTItNDE2OC05MjNiLWRhNzIyOWRmZmJmNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=price&srpvid=4504663464f30825&srepoch=1734964331&all_sr_blocks=1280201102_400924180_0_0_0&highlighted_blocks=1280201102_400924180_0_0_0&matching_block_id=1280201102_400924180_0_0_0&sr_pri_blocks=1280201102_400924180_0_0_0__10900&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=price
Hostel Imbir,"Stare Miasto, Toruń",132,450.0,8.1,898.0,0,https://www.booking.com/hotel/pl/hostel-imbir-torun.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDFjOWM3MTgxLWU3ZTItNDE2OC05MjNiLWRhNzIyOWRmZmJmNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=price&srpvid=4504663464f30825&srepoch=1734964331&all_sr_blocks=128161909_369987863_2_0_0&highlighted_blocks=128161909_369987863_2_0_0&matching_block_id=128161909_369987863_2_0_0&sr_pri_blocks=128161909_369987863_2_0_0__13200&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=price
VIP Rooms Apartment,Toruń,144,1700.0,8.6,443.0,0,https://www.booking.com/hotel/pl/vip-rooms-apartment.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDFjOWM3MTgxLWU3ZTItNDE2OC05MjNiLWRhNzIyOWRmZmJmNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=price&srpvid=4504663464f30825&srepoch=1734964331&all_sr_blocks=845568203_351522673_0_0_0&highlighted_blocks=845568203_351522673_0_0_0&matching_block_id=845568203_351522673_0_0_0&sr_pri_blocks=845568203_351522673_0_0_0__14400&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=price
Green Hostel,"Stare Miasto, Toruń",154,400.0,7.9,377.0,0,https://www.booking.com/hotel/pl/green-hostel-torun.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDFjOWM3MTgxLWU3ZTItNDE2OC05MjNiLWRhNzIyOWRmZmJmNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=price&srpvid=4504663464f30825&srepoch=1734964331&all_sr_blocks=31522004_271960278_0_0_0&highlighted_blocks=31522004_271960278_0_0_0&matching_block_id=31522004_271960278_0_0_0&sr_pri_blocks=31522004_271960278_0_0_0__15400&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=price
ibis budget Torun,Toruń,149,600.0,7.9,3499.0,1,https://www.booking.com/hotel/pl/ibis-budget-torun.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDFjOWM3MTgxLWU3ZTItNDE2OC05MjNiLWRhNzIyOWRmZmJmNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=price&srpvid=4504663464f30825&srepoch=1734964331&all_sr_blocks=478263602_376292456_2_2_0&highlighted_blocks=478263602_376292456_2_2_0&matching_block_id=478263602_376292456_2_2_0&sr_pri_blocks=478263602_376292456_2_2_0__14900&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=price
Noclegi ZŁOTA RYBKA,Toruń,150,3900.0,8.3,328.0,0,https://www.booking.com/hotel/pl/zaota-rybka.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDFjOWM3MTgxLWU3ZTItNDE2OC05MjNiLWRhNzIyOWRmZmJmNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=price&srpvid=4504663464f30825&srepoch=1734964331&all_sr_blocks=38740302_190264340_0_42_0&highlighted_blocks=38740302_190264340_0_42_0&matching_block_id=38740302_190264340_0_42_0&sr_pri_blocks=38740302_190264340_0_42_0__15000&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=price
"Planetarium - Stare Miasto, Parking Free","Stare Miasto, Toruń",150,100.0,8.6,900.0,3,https://www.booking.com/hotel/pl/vistula-boutique-rooms.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDFjOWM3MTgxLWU3ZTItNDE2OC05MjNiLWRhNzIyOWRmZmJmNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=price&srpvid=4504663464f30825&srepoch=1734964331&all_sr_blocks=111587609_377643497_2_0_0&highlighted_blocks=111587609_377643497_2_0_0&matching_block_id=111587609_377643497_2_0_0&sr_pri_blocks=111587609_377643497_2_0_0__15040&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=price
Quick Trip Apartments Toruń,"Stare Miasto, Toruń",154,500.0,9.5,236.0,3,https://www.booking.com/hotel/pl/quick-trip-apartments-torun.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDFjOWM3MTgxLWU3ZTItNDE2OC05MjNiLWRhNzIyOWRmZmJmNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=price&srpvid=4504663464f30825&srepoch=1734964331&all_sr_blocks=1140466802_386912093_2_0_0&highlighted_blocks=1140466802_386912093_2_0_0&matching_block_id=1140466802_386912093_2_0_0&sr_pri_blocks=1140466802_386912093_2_0_0__15421&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=price
Zajazd Pod Kominkiem - Brzoza koło Torunia,Toruń,160,6900.0,7.8,202.0,0,https://www.booking.com/hotel/pl/motel-pod-kominkiem-czerniewice.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDFjOWM3MTgxLWU3ZTItNDE2OC05MjNiLWRhNzIyOWRmZmJmNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=price&srpvid=4504663464f30825&srepoch=1734964331&all_sr_blocks=32043701_92952920_2_10_0&highlighted_blocks=32043701_92952920_2_10_0&matching_block_id=32043701_92952920_2_10_0&sr_pri_blocks=32043701_92952920_2_10_0__16000&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=price
Romeo&Julia,Toruń,160,14500.0,5.9,380.0,0,https://www.booking.com/hotel/pl/romeo-amp-julia-torun12.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDFjOWM3MTgxLWU3ZTItNDE2OC05MjNiLWRhNzIyOWRmZmJmNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=price&srpvid=4504663464f30825&srepoch=1734964331&all_sr_blocks=480796925_372542130_2_10_0&highlighted_blocks=480796925_372542130_2_10_0&matching_block_id=480796925_372542130_2_10_0&sr_pri_blocks=480796925_372542130_2_10_0__16000&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=price
"Willa 1936 , Parking","Stare Miasto, Toruń",167,800.0,9.2,1069.0,3,https://www.booking.com/hotel/pl/willa-1936.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDY2ZGRiNzFkLTZmYTktNDVkMC04ZWYwLThiOGVkYzQ1MjRlM9gCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=class&srpvid=b99e6634cb210255&srepoch=1734964331&all_sr_blocks=790778207_338859450_2_0_0&highlighted_blocks=790778207_338859450_2_0_0&matching_block_id=790778207_338859450_2_0_0&sr_pri_blocks=790778207_338859450_2_0_0__16720&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=class
Quick Trip Apartments Toruń,"Stare Miasto, Toruń",154,500.0,9.5,236.0,3,https://www.booking.com/hotel/pl/quick-trip-apartments-torun.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDY2ZGRiNzFkLTZmYTktNDVkMC04ZWYwLThiOGVkYzQ1MjRlM9gCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=class&srpvid=b99e6634cb210255&srepoch=1734964331&all_sr_blocks=1140466802_386912093_2_0_0&highlighted_blocks=1140466802_386912093_2_0_0&matching_block_id=1140466802_386912093_2_0_0&sr_pri_blocks=1140466802_386912093_2_0_0__15421&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=class
"Planetarium - Stare Miasto, Parking Free","Stare Miasto, Toruń",150,100.0,8.6,900.0,3,https://www.booking.com/hotel/pl/vistula-boutique-rooms.pl.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90b3J1xYRIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALp6KW7BsACAdICJDY2ZGRiNzFkLTZmYTktNDVkMC04ZWYwLThiOGVkYzQ1MjRlM9gCBeACAQ&ucfs=1&arphpl=1&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=class&srpvid=b99e6634cb210255&srepoch=1734964331&all_sr_blocks=111587609_377643497_2_0_0&highlighted_blocks=111587609_377643497_2_0_0&matching_block_id=111587609_377643497_2_0_0&sr_pri_blocks=111587609_377643497_2_0_0__15040&from=searchresults,https://www.booking.com/searchresults.pl.html?ss=toru%C5%84&checkin=2024-12-23&checkout=2024-12-24&group_adults=2&order=class
